Stkcd,Stknme,EPS,CFOPS,NAPS,DAR,EM,CAR,CLR,GP,NPM,ROE,ROTA,CR,QR,ER,IT,ART,CAT,FAT,TTC,Nnindcd,WindInd
600135,乐凯胶片,0.0792,0.1748,2.7943,9.8169,1.1089,62.4054,100,18.0939,3.1007,2.8752,2.984,6.3569,4.1399,0.1105,3.1984,11.9659,1.4904,4.3687,0.9624,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600136,道博股份,0.05,0.0241,1.2698,22.2927,1.2869,35.0942,96.6692,26.1814,6.6127,3.9559,3.2756,1.6285,1.5476,0.3081,35.4757,11.8889,1.5339,0.9774,0.4953,CSRC批发业,Wind资本货物
600137,浪莎股份,0.107,0.1649,4.6379,26.8231,1.3666,69.2302,97.5571,14.2051,2.4982,2.3258,1.6184,2.6456,1.6124,0.3666,1.8446,5.4936,0.9277,3.2529,0.6478,CSRC纺织服装、服饰业,Wind耐用消费品与服装
600138,中青旅,0.71,0.6027,6.8986,43.9009,1.7826,48.5634,96.7656,19.9521,5.1344,10.9005,6.4715,1.1432,0.8682,1.1917,6.7076,11.8149,2.3795,6.0452,1.2604,CSRC商务服务业,Wind消费者服务Ⅱ
600139,西部资源,0.2817,0.4476,2.4395,13.1749,1.1517,44.1341,84.9655,70.7693,34.5675,12.3486,10.2343,3.9426,3.7021,0.1691,3.4992,19.7253,0.6571,2.6566,0.2961,CSRC有色金属矿采选业,Wind材料Ⅱ
600141,兴发集团,0.78,0.9547,7.8685,67.0314,3.0332,28.26,51.3753,12.6882,3.3255,11.0616,2.8993,0.8206,0.6346,2.6994,11.6041,31.3519,3.5831,2.0919,0.8718,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600143,金发科技,0.3,0.076,2.9699,36.4913,1.5746,72.7171,83.8598,17.746,6.3333,12.6101,6.7836,2.3763,1.6156,0.592,3.7088,5.1592,1.4733,6.7209,1.0711,CSRC橡胶和塑料制品业,Wind材料Ⅱ
600145,*ST国创,0.004,-0.0425,0.5149,18.3995,1.2255,45.3861,100,28.5211,5.5193,0.7828,0.5417,2.4667,1.6667,0.2291,0.4713,1.2134,0.1375,1.166,0.0982,CSRC非金属矿物制品业,Wind资本货物
600146,大元股份,0.06,-0.0289,1.1562,19.0158,1.2348,27.0981,100,-8.5367,30.004,5.2505,2.4946,1.425,1.2499,0.3833,1.6262,3.4153,0.3471,0.4856,0.0831,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600148,长春一东,0.0237,0.283,2.177,58.1197,2.3878,76.6205,99.0475,23.106,2.3877,1.0804,1.661,1.331,1.0478,1.5659,3.1419,3.4569,0.8986,3.6001,0.6957,CSRC汽车制造业,Wind汽车与汽车零部件
600149,廊坊发展,0.0163,-0.0378,0.8349,7.478,1.0808,41.9735,100,60.6723,24.5777,1.9748,1.86,5.6129,4.5285,0.0808,0.5125,3.4909,0.1471,1.278,0.0757,CSRC综合,Wind资本货物
600150,中国船舶,-0.07,-2.8809,13.1158,56.6077,2.3046,57.2192,56.2349,13.0002,0.0766,0.1522,0.0391,1.7975,1.5687,1.466,6.1043,30.938,0.8205,1.8228,0.5105,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
600151,航天机电,-0.8429,-0.4566,2.9073,62.0755,2.6368,27.6398,70.2794,-22.5459,-81.1707,-28.3837,-11.7474,0.6336,0.5123,1.9036,3.631,1.6295,0.5353,0.2841,0.1447,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
600152,维科精华,-0.5,-0.2063,2.63,64.7858,2.8398,48.2715,84.4469,9.8375,-4.5309,-17.3275,-4.4111,0.8823,0.6042,2.3637,5.3914,15.8444,1.8357,3.7392,0.9735,CSRC纺织业,Wind耐用消费品与服装
600153,建发股份,0.96,2.1246,4.4783,78.7893,4.7146,87.5468,76.8437,8.7546,2.9286,23.8389,4.7116,1.446,0.4894,4.8023,2.5039,50.5698,1.8338,156.0785,1.6088,CSRC批发业,Wind资本货物
600155,宝硕股份,-0.34,-0.0448,-1.486,189.7337,,16.5915,99.8363,-5.1692,-36.5799,,-19.0613,0.0876,0.0717,,11.537,31.8044,2.0184,0.9199,0.5211,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600156,华升股份,0.0181,0.1154,1.5483,41.0468,1.6963,60.6512,90.2071,5.1777,0.3932,0.6929,0.2799,1.638,0.6827,0.7464,1.9728,51.0785,1.1734,4.7258,0.7119,CSRC纺织业,Wind耐用消费品与服装
600157,永泰能源,0.5589,1.1173,4.9017,59.8018,2.4877,34.4996,53.3241,40.6406,15.4509,17.1753,4.1684,1.0819,1.0591,2.9382,23.2804,7.0042,0.6808,2.7102,0.2698,CSRC煤炭开采和洗选业,Wind能源Ⅱ
600158,中体产业,0.0924,-0.1175,1.5409,53.2239,2.1378,83.6429,86.736,30.2898,9.7537,6.0783,2.8995,1.8119,0.6455,1.4264,0.3986,21.9688,0.3554,5.3304,0.2973,CSRC房地产业,Wind房地产
600159,大龙地产,-0.12,-0.4622,2.1324,45.4212,1.8322,93.6161,77.6115,17.6635,-35.5018,-5.3572,-3.304,2.6556,0.7789,0.8332,0.1215,3.157,0.0993,4.4242,0.0931,CSRC房地产业,Wind房地产
600160,巨化股份,0.432,0.0658,4.3579,11.9438,1.1356,39.3156,95.2269,16.9184,7.6111,10.5004,8.9024,3.4567,2.8399,0.1362,14.8209,42.0016,2.6127,2.9591,1.1697,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600161,天坛生物,0.59,0.8381,3.0148,63.0226,2.7044,32.8666,53.1973,59.6256,24.6251,21.4505,9.2142,0.9803,0.5016,1.9491,0.9098,5.832,1.0863,1.9477,0.3742,CSRC医药制造业,Wind制药、生物科技与生命科学
600162,香江控股,0.04,2.0344,1.8858,85.1002,6.7115,84.6023,83.7289,38.5746,1.6384,2.1537,0.4237,1.1873,0.3683,7.3445,0.271,54.3305,0.3071,5.6297,0.2586,CSRC房地产业,Wind房地产
600163,福建南纸,0.031,0.4643,1.9845,59.7945,2.4872,38.7078,57.1915,-4.0606,1.5074,1.5707,0.5744,1.1319,0.7749,1.4927,3.4703,8.4317,1.0612,0.7159,0.381,CSRC造纸和纸制品业,Wind材料Ⅱ
600165,新日恒力,0.154,0.3654,3.747,57.1186,2.332,67.2472,89.578,10.2242,2.3254,4.2089,1.8883,1.3143,0.8901,1.4124,3.1763,6.4975,1.2645,3.2794,0.8121,CSRC金属制品业,Wind材料Ⅱ
600166,福田汽车,0.55,-0.2845,5.2431,54.5344,2.1995,51.707,77.0973,10.7351,3.4222,11.4792,4.5845,1.2298,0.9404,1.2235,7.3889,21.6765,2.6526,5.488,1.3396,CSRC汽车制造业,Wind汽车与汽车零部件
600167,联美控股,0.522,2.0597,3.6182,65.9483,2.9367,36.8328,100,34.055,22.3083,15.5488,5.4081,0.5585,0.5234,1.9415,8.4249,69.2773,0.5839,0.7811,0.2424,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600168,武汉控股,0.51,2.7824,8.2328,40.6964,1.6862,26.3808,46.3871,-15.7367,20.155,3.0684,1.63,1.3974,0.6341,0.7551,0.6629,4.5455,0.3187,0.1093,0.0809,CSRC水的生产和供应业,Wind公用事业Ⅱ
600169,太原重工,-0.1371,-0.2743,2.2407,73.8812,3.8287,70.9853,79.1079,9.7212,-3.5416,-5.9887,-1.6859,1.2145,0.9753,2.8295,3.2358,1.1758,0.6472,3.9677,0.476,CSRC专用设备制造业,Wind资本货物
600170,上海建工,0.58,2.028,5.1127,84.5027,6.4527,80.7248,84.7116,6.4611,1.7713,14.3881,2.1854,1.1277,0.6443,5.9136,3.4068,10.6075,1.5386,18.0957,1.2338,CSRC土木工程建筑业,Wind耐用消费品与服装
600171,上海贝岭,0.05,0.0796,2.5755,15.0455,1.1771,40.7753,54.4283,19.2699,5.7204,1.9375,1.9029,4.9793,4.3551,0.1795,5.0502,3.6936,0.8052,5.981,0.3326,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
600172,黄河旋风,0.3207,0.7137,3.7948,47.3826,1.9005,40.6205,53.0975,33.0228,13.6227,8.7897,4.8657,1.6146,1.0689,0.9005,1.6647,8.273,0.8136,0.7995,0.3572,CSRC非金属矿物制品业,Wind材料Ⅱ
600173,卧龙地产,0.1,-0.0317,1.979,54.2232,2.1845,91.1158,54.5069,34.7652,9.6515,5.059,2.261,3.0829,0.7187,1.2731,0.2232,33.7827,0.2503,47.9592,0.2343,CSRC房地产业,Wind房地产
600175,美都控股,0.06,-0.0774,1.4766,58.0838,2.3857,77.6486,87.7908,5.1081,3.0111,4.2843,1.9281,1.5228,0.4569,1.4498,1.1906,98.8461,0.8425,15.2186,0.6403,CSRC批发业,Wind资本货物
600176,中国玻纤,0.3142,1.2936,4.1688,79.4037,4.8552,34.0599,62.3152,33.6751,5.557,7.7383,1.6458,0.6883,0.5037,4.0408,2.1118,3.8149,0.9163,0.5113,0.2962,CSRC非金属矿物制品业,Wind资本货物
600177,雅戈尔,0.72,2.3761,6.4289,71.3165,3.4863,61.9646,93.7512,49.2362,15.4472,12.2586,3.3563,0.9268,0.2227,2.5389,0.2329,31.4146,0.3466,2.3506,0.2173,CSRC纺织服装、服饰业,Wind耐用消费品与服装
600178,*ST东安,-0.1416,0.4377,4.8662,37.8695,1.6095,48.4648,64.0885,10.3054,-5.2614,-2.8672,-1.8111,1.9969,1.8427,0.6095,7.7122,2.0818,0.6805,2.9787,0.3442,CSRC汽车制造业,Wind汽车与汽车零部件
600179,黑化股份,0.04,0.1675,0.7667,82.0966,5.5855,44.9446,98.1798,0.0863,0.9917,6.014,1.0811,0.5576,0.4569,4.6187,12.2672,8.4729,3.1027,1.7256,1.0902,CSRC石油加工、炼焦和核燃料加工业,Wind能源Ⅱ
600180,瑞茂通,0.544,0.4981,1.4322,38.5351,1.6269,99.4775,100,13.9988,7.2293,54.2014,34.7935,2.5815,2.3105,0.627,21.4719,11.6007,5.2363,507.6997,4.8129,CSRC批发业,Wind运输
600182,S佳通,0.54,1.3931,2.3098,59.6015,2.4753,64.9538,77.3841,19.0111,8.4265,26.3814,9.5303,1.4083,1.1128,2.9698,6.5213,2.6606,1.7849,3.2748,1.131,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
600183,生益科技,0.23,0.2245,2.8541,37.0816,1.5894,59.2384,87.045,13.6138,5.5371,7.9361,5.0118,1.8353,1.407,0.6132,6.4748,3.1758,1.5492,3.1907,0.9051,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600184,光电股份,0.01,2.1156,4.7805,65.7994,2.9239,65.1353,73.8832,19.8251,-0.8034,0.3073,-0.5151,1.3398,1.004,1.9656,3.1581,2.9402,0.9772,2.9563,0.6412,CSRC专用设备制造业,Wind半导体与半导体生产设备
600185,格力地产,0.56,-2.3582,4.4021,79.7485,4.9379,90.2393,65.2065,47.5413,19.7258,14.1209,2.6467,1.7353,0.1037,3.9982,0.0863,415.8688,0.1464,35.1323,0.1342,CSRC房地产业,Wind房地产
600186,莲花味精,0.0344,0.0262,0.8536,68.2943,3.154,46.5642,98.5304,0.9193,1.0975,4.1403,0.9686,0.692,0.5451,2.1198,8.1447,4.7259,1.9018,3.2885,0.8825,CSRC食品制造业,Wind食品、饮料与烟草
600187,国中水务,0.0694,0.3041,2.7074,36.948,1.586,27.7699,39.0029,50.1393,22.1724,6.6304,4.0414,1.927,1.9059,0.6572,32.9208,3.1355,0.6726,1.0492,0.1823,CSRC水的生产和供应业,Wind公用事业Ⅱ
600188,兖州煤业,1.0903,1.6503,9.0206,60.4379,2.5277,27.2431,38.5957,24.0897,9.3568,12.7002,5.1037,1.1679,1.1126,1.6414,30.6404,68.5809,1.7779,2.6179,0.5454,CSRC煤炭开采和洗选业,Wind能源Ⅱ
600189,吉林森工,0.13,-0.8018,4.2564,55.4563,2.245,48.9492,93.2627,17.6717,2.85,2.9406,1.2351,0.9464,0.669,1.2928,2.4982,37.0607,0.9002,1.3125,0.4363,CSRC木材加工和木、竹、藤、棕、草制品业,Wind材料Ⅱ
600190,锦州港,0.08,0.3097,2.6173,59.8391,2.49,10.5841,51.0344,35.4831,11.8987,3.2635,1.5365,0.3466,0.3278,1.501,22.0001,11.7794,1.1675,0.211,0.1291,CSRC水上运输业,Wind运输
600191,华资实业,0.011,-0.2016,3.4516,16.3985,1.1962,26.4706,67.1696,1.6646,2.9727,0.313,0.2481,2.4032,2.22,0.1971,4.0362,8.6082,0.3116,1.2773,0.0834,CSRC农副食品加工业,Wind食品、饮料与烟草
600192,长城电工,0.1407,-0.2629,3.49,61.0924,2.5702,70.9509,80.8338,24.2236,2.9934,4.1136,1.8816,1.4367,0.9463,1.6456,2.0524,2.2436,0.8986,4.1823,0.6286,CSRC电气机械和器材制造业,Wind资本货物
600193,创兴资源,0.26,0.0321,1.5876,50.7433,2.0302,7.1249,50.5755,11.3807,105.0287,23.8029,11.2456,0.2776,0.2403,1.0613,9.0565,10.4266,1.3574,0.5627,0.1071,CSRC黑色金属矿采选业,Wind材料Ⅱ
600195,中牧股份,0.6014,-0.089,4.9625,27.4906,1.3791,53.6357,85.9112,26.7227,7.8028,12.3845,8.4153,2.271,1.7188,0.4274,5.8785,12.6076,2.0725,4.2864,1.0785,CSRC医药制造业,Wind制药、生物科技与生命科学
600196,复星医药,0.8,0.297,6.0518,39.9986,1.6666,32.8595,38.1596,43.7825,25.0555,13.4065,7.696,2.1528,1.8258,0.7525,3.4428,8.0068,1.0174,3.5331,0.3072,CSRC医药制造业,Wind制药、生物科技与生命科学
600197,伊力特,0.5379,0.9978,2.9558,51.7163,2.0711,47.4415,98.7167,44.8493,12.9195,19.3151,9.0216,0.9293,0.4381,1.1038,1.4688,72.828,1.4631,1.8061,0.6983,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600198,大唐电信,0.2719,-0.1571,2.923,72.2516,3.6038,72.2089,95.6058,18.2303,3.5907,12.3998,3.2804,1.0453,0.8229,2.8217,4.3765,2.8839,1.197,12.3845,0.9136,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600199,金种子酒,1.01,1.0219,3.9684,25.7404,1.3466,81.0505,97.4032,64.8845,24.4735,28.4713,21.1202,3.2327,2.8058,0.3471,2.7607,33.4214,1.0915,11.5145,0.863,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600200,江苏吴中,0.075,0.7029,1.4913,76.5947,4.2725,78.8525,88.4527,11.1434,1.7441,5.1674,1.607,1.1639,0.4367,3.5483,1.6864,14.4799,1.165,12.1934,0.9214,CSRC综合,Wind资本货物
600201,金宇集团,0.46,0.3666,3.8311,42.7669,1.7472,74.707,91.7121,67.3652,23.1097,12.6429,7.1283,1.9047,0.7007,0.7485,0.2159,6.2931,0.4079,2.3146,0.3085,CSRC医药制造业,Wind制药、生物科技与生命科学
600202,哈空调,0.0549,-0.0523,2.4206,67.8472,3.1101,72.6722,92.731,19.8865,2.2168,2.2935,0.7506,1.1551,0.8668,2.1102,1.3882,0.8819,0.4707,2.7277,0.3386,CSRC电气机械和器材制造业,Wind资本货物
600203,福日电子,0.18,-0.1265,1.7969,67.1328,3.0425,43.5594,67.1346,1.6431,1.4085,12.2413,2.9415,0.9665,0.8939,2.1164,71.2105,32.7849,4.2907,98.4612,2.0884,CSRC批发业,Wind技术硬件与设备
600206,有研新材,-0.57,0.0959,2.9538,40.9166,1.6925,43.965,91.5552,-8.7997,-30.2836,-17.5847,-10.7815,1.1736,0.7353,0.6925,2.1178,4.5796,0.7684,0.744,0.356,CSRC有色金属冶炼和压延加工业,Wind半导体与半导体生产设备
600207,安彩高科,-0.786,-0.4608,0.0822,95.4386,21.9231,28.7469,50.4352,-0.3142,-24.9951,-153.8331,-14.0109,0.5972,0.4314,64.0414,7.4955,7.6678,1.9778,1.2459,0.5605,CSRC燃气生产和供应业,Wind技术硬件与设备
600208,新湖中宝,0.37,-0.0185,2.0088,70.0533,3.3393,81.8005,68.0546,37.8571,23.56,20.6636,5.71,1.7158,0.6357,2.5886,0.2786,4.6137,0.302,25.2943,0.2424,CSRC房地产业,Wind房地产
600209,罗顿发展,0.0038,0.2334,1.5618,30.3818,1.4364,24.7258,99.8784,15.5891,-2.337,0.242,-0.6823,0.8148,0.509,0.517,3.3969,7.2243,1.3323,1.1818,0.292,CSRC建筑装饰和其他建筑业,Wind资本货物
600210,紫江企业,0.113,0.7799,2.521,60.4857,2.5307,41.2847,69.4113,17.1483,2.447,4.3864,1.9319,0.9833,0.5832,1.7166,3.6679,7.8705,1.8782,1.9799,0.7895,CSRC橡胶和塑料制品业,Wind材料Ⅱ
600211,西藏药业,0.21,0.386,2.5527,54.3946,2.1927,73.118,96.0353,19.9258,2.4973,8.5806,3.7357,1.3997,0.904,1.237,4.4531,12.037,2.1004,13.7079,1.4959,CSRC批发业,Wind医疗保健设备与服务
600212,江泉实业,-0.109,0.1426,1.9633,12.9418,1.1487,21.0221,100,6.9049,-7.7819,-5.4003,-4.6261,1.6244,0.9393,0.1487,6.5573,9.0188,2.905,1.3563,0.5945,CSRC综合,Wind资本货物
600213,亚星客车,0.03,-0.4182,0.8413,84.3421,6.3866,92.0232,100,10.7054,0.5935,3.255,0.5669,1.0911,0.9678,5.3866,6.8168,2.0112,1.0619,13.0468,0.9552,CSRC汽车制造业,Wind汽车与汽车零部件
600215,长春经开,0.0215,-1.2407,5.1746,45.9812,1.8512,63.1471,58.3006,18.6879,3.2995,0.4162,0.2384,2.3556,0.6104,0.8513,0.1324,1.7863,0.1219,5.264,0.0722,CSRC房地产业,Wind房地产
600216,浙江医药,1,1.5527,11.8956,12.1957,1.1389,62.7667,92.3303,31.2645,16.1691,16.0445,13.8885,5.5741,4.6093,0.1391,4.9583,5.928,1.3404,4.2142,0.859,CSRC医药制造业,Wind制药、生物科技与生命科学
600217,秦岭水泥,0.0168,-0.072,0.185,94.6783,18.791,16.1515,50.932,22.6835,1.3495,9.5416,0.5091,0.3349,0.2081,17.2666,4.554,26.8614,2.5679,0.633,0.3773,CSRC非金属矿物制品业,Wind材料Ⅱ
600218,全柴动力,0.07,-0.0232,3.6435,54.1956,2.1832,54.3707,91.6484,7.7528,0.7171,1.8289,0.83,1.0947,0.7146,1.2747,5.3365,7.1334,2.1154,3.2913,1.1574,CSRC通用设备制造业,Wind资本货物
600219,南山铝业,0.38,0.6747,8.6822,34.4181,1.5248,45.1801,41.5096,12.7131,5.5636,4.5256,3.3946,3.1624,2.3799,0.5706,4.4313,26.7087,1.4555,1.3344,0.6101,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
600220,江苏阳光,-0.7634,0.0221,0.8532,57.9728,2.3794,33.6724,95.306,11.7116,-49.9651,-61.7399,-27.7111,0.6094,0.4379,1.6498,5.7124,11.1165,1.923,0.8949,0.5546,CSRC纺织业,Wind耐用消费品与服装
600221,海南航空,0.177,1.6739,3.9069,74.2133,3.878,27.7039,51.3414,25.3223,6.7375,10.0735,2.2354,0.7271,0.7251,2.8915,219.1151,50.6456,1.1371,0.88,0.3318,CSRC航空运输业,Wind运输
600222,太龙药业,0.049,0.212,1.5164,58.1696,2.3906,50.6907,71.197,16.8041,2.9415,3.2829,2.1149,1.224,0.9559,1.4598,5.3061,5.3997,1.4501,1.8765,0.719,CSRC零售业,Wind制药、生物科技与生命科学
600223,鲁商置业,0.25,0.1035,1.5607,91.968,12.4502,96.4446,91.8076,29.9309,8.8831,17.1376,1.6653,1.1423,0.2132,12.6912,0.1638,386.7011,0.1918,11.9467,0.1875,CSRC房地产业,Wind房地产
600225,天津松江,0.14,-0.6724,1.946,86.6009,7.4632,88.2299,78.2485,25.7206,4.0469,7.2729,1.0234,1.302,0.3013,7.6409,0.2629,72.5349,0.284,12.1365,0.2529,CSRC房地产业,Wind房地产
600226,升华拜克,0.08,0.5374,3.3197,35.3421,1.5466,35.0316,95.3878,12.9386,1.7889,2.5522,1.3058,1.0391,0.6892,0.5815,4.802,10.2327,1.8554,1.8463,0.7299,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600227,赤天化,0.0371,0.623,3.6349,56.5446,2.3012,23.1896,34.4628,11.1378,-1.1505,1.0251,-0.4405,1.19,0.8023,1.3417,5.4493,17.9136,1.8424,1.1902,0.3829,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600228,*ST昌九,-0.6,0.0041,0.1029,87.3083,7.8792,38.3122,95.853,2.8873,-20.9141,-177.8953,-18.4138,0.4578,0.3766,30.0226,8.2189,23.9769,2.0832,1.7793,0.8804,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600229,青岛碱业,-0.65,0.1035,2.6547,57.1638,2.3345,33.5225,94.67,3.676,-15.0121,-21.6667,-10.1958,0.6194,0.473,1.491,7.1248,15.041,1.9621,1.836,0.6792,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600230,沧州大化,1.1181,1.8661,5.8809,61.8739,2.6229,30.4762,45.6564,24.0182,8.3538,20.9577,6.3153,1.0788,0.8202,1.8838,7.9348,536.5247,2.6824,1.4092,0.756,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
600231,凌钢股份,0.054,2.9848,4.7497,70.8524,3.4308,42.1293,82.8946,2.6252,0.3318,1.1375,0.3583,0.7173,0.4417,2.4308,5.3541,142.3776,2.2389,2.8998,1.08,CSRC黑色金属冶炼和压延加工业,Wind材料Ⅱ
600232,金鹰股份,0.02,0.1801,3.2817,37.0103,1.5876,72.0714,99.2024,12.141,0.1852,0.6949,0.1027,1.963,1.0197,0.5947,1.4284,6.2574,0.7792,2.3037,0.5548,CSRC纺织业,Wind耐用消费品与服装
600233,大杨创世,0.4667,0.3205,6.0092,10.8118,1.1212,86.5731,99.9376,29.8803,12.2895,7.9967,7.9189,8.0123,6.6676,0.1489,3.1513,5.4162,0.7585,4.9463,0.6444,CSRC纺织服装、服饰业,Wind耐用消费品与服装
600234,山水文化,-0.24,0.0086,-0.6285,121.5119,,3.9966,79.2324,37.2616,-221.152,,-13.5295,0.0415,0.0406,,6.5409,7.6521,0.7835,12.403,0.0612,CSRC计算机、通信和其他电子设备制造业,Wind房地产
600235,民丰特纸,0.06,0.8547,3.6149,52.2405,2.0938,38.4634,87.7237,19.8421,1.441,1.6457,0.8486,0.8393,0.5376,1.1247,2.6145,6.4111,1.3936,1.2592,0.5889,CSRC造纸和纸制品业,Wind材料Ⅱ
600236,桂冠电力,0.126,0.9013,1.4615,77.4868,4.4418,10.3423,30.4365,29.1335,8.3134,8.8909,2.0227,0.4385,0.3903,5.0617,18.0656,10.0133,2.3119,0.3728,0.2433,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600237,铜峰电子,0.06,-0.1236,1.9696,46.0869,1.8548,50.2421,93.0116,23.783,4.3095,3.1989,1.8503,1.1721,0.8868,0.9051,3.1375,3.7934,0.8612,1.0988,0.4293,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600238,海南椰岛,0.35,0.3854,1.7826,52.0635,2.0861,61.5953,76.3202,37.4771,13.1351,21.9863,10.7823,1.5502,0.6731,1.0878,1.5412,18.2384,1.3163,4.8131,0.8209,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600239,云南城投,0.27,-2.1916,4.3422,81.6426,5.4474,93.2144,52.3663,26.2938,58.9003,6.2632,1.1585,2.1803,1.2984,5.0751,0.0374,13.1043,0.0211,14.7692,0.0197,CSRC房地产业,Wind房地产
600240,华业地产,0.1801,0.5084,2.3156,69.042,3.2302,85.9699,31.2319,48.0406,15.8851,8.4822,2.6385,3.9869,0.736,2.2306,0.1148,,0.1893,6.5081,0.1661,CSRC房地产业,Wind房地产
600241,时代万恒,0.08,0.8272,2.8046,55.1547,2.2299,54.0161,93.5257,19.4898,3.0723,2.4558,3.3938,1.0472,0.6948,1.4288,3.2947,11.5573,1.9675,14.0049,1.1047,CSRC批发业,Wind零售业
600242,中昌海运,0.01,1.2966,1.2775,83.1932,5.95,27.3863,67.0384,11.8239,2.3084,0.7799,0.5423,0.491,0.4588,5.9115,13.4223,3.9997,0.8478,0.3964,0.2349,CSRC水上运输业,Wind运输
600243,青海华鼎,-0.2,0.1213,3.0641,61.5943,2.6038,60.2003,64.3427,19.3467,-4.4967,-6.359,-2.4931,1.519,0.9165,1.7478,1.8918,3.2203,0.8487,2.9446,0.5544,CSRC通用设备制造业,Wind资本货物
600246,万通地产,0.3081,0.4566,2.8952,62.541,2.6696,68.3778,61.5682,32.4607,11.6891,10.9975,4.315,1.7758,0.6786,1.9077,0.5651,353.9901,0.5375,113.9413,0.3691,CSRC房地产业,Wind房地产
600247,ST成城,0.067,-0.337,1.5462,41.971,1.7233,82.3192,99.8549,25.5618,6.4597,4.4398,1.9947,1.9642,1.2247,0.7289,0.9136,54.8701,0.3827,50.7849,0.3088,CSRC批发业,Wind资本货物
600248,延长化建,0.365,0.6173,2.5401,72.4433,3.6289,81.8064,99.8764,10.1861,3.4587,15.761,4.3695,1.1306,0.9015,2.6289,7.2979,2.8953,1.5544,11.3964,1.2633,CSRC土木工程建筑业,Wind能源Ⅱ
600249,两面针,0.0373,-0.2192,4.3465,34.3391,1.523,25.8986,72.5965,19.2167,2.8076,0.8831,1.0735,1.0389,0.743,0.5736,3.8331,8.6121,1.341,1.439,0.3823,CSRC化学原料和化学制品制造业,Wind家庭与个人用品
600250,南纺股份,0.0677,-0.7869,1.1335,91.4857,11.7449,52.5658,99.6871,4.2534,-0.1607,7.6775,-0.2368,0.5764,0.4466,9.2536,16.1301,13.3074,2.8305,5.5249,1.4732,CSRC批发业,Wind零售业
600251,冠农股份,0.69,0.4123,3.2391,57.8605,2.3731,40.6889,82.9282,12.7909,22.6624,23.1688,8.7478,0.848,0.3928,1.3893,1.3731,18.3356,0.9149,1.6339,0.386,CSRC农副食品加工业,Wind食品、饮料与烟草
600252,中恒集团,0.626,0.8303,2.8378,33.369,1.5008,49.2781,65.6939,72.3242,35.1949,26.8449,16.0102,2.2479,1.5153,0.502,0.4773,36.4606,0.8348,3.1441,0.4549,CSRC医药制造业,Wind制药、生物科技与生命科学
600255,鑫科材料,0.02,-0.2626,2.6394,47.5453,1.9064,71.0774,98.7036,3.4868,0.3916,0.868,0.6276,1.5146,1.1879,0.962,10.4748,26.2108,2.1604,9.6083,1.6026,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
600256,广汇能源,0.18,0.1163,2.3111,62.2946,2.6521,23.8074,48.4815,31.5313,26.5137,12.9558,4.6836,0.7883,0.7359,1.7855,7.0719,5.5194,0.7019,1.9521,0.1766,CSRC综合,Wind能源Ⅱ
600257,大湖股份,0.0368,0.053,1.4487,49.287,1.9719,50.134,96.4386,31.9516,2.9521,2.5707,1.3603,1.0547,0.3808,1.0348,1.0371,14.5472,0.9424,3.3838,0.4608,CSRC渔业,Wind食品、饮料与烟草
600258,首旅酒店,0.4857,1.4567,4.3591,45.2123,1.8252,33.3995,69.9287,32.8403,4.5494,11.1099,6.1983,1.0564,1.0267,1.011,88.9704,98.3726,4.4512,3.8889,1.3624,CSRC商务服务业,Wind消费者服务Ⅱ
600259,广晟有色,0.24,0.042,2.1325,69.7407,3.3048,72.0862,83.6877,17.9558,3.6608,12.0505,3.6203,1.2351,0.4211,3.2959,1.6719,30.3923,1.37,13.9746,0.9889,CSRC有色金属矿采选业,Wind材料Ⅱ
600260,凯乐科技,0.36,0.3748,3.1917,64.3285,2.8034,77.6561,89.8774,29.9321,9.4038,11.972,4.9366,1.3431,0.5625,2.0214,0.7696,6.7316,0.6645,4.0417,0.525,CSRC橡胶和塑料制品业,Wind资本货物
