Stkcd,Stknme,EPS,CFOPS,NAPS,DAR,EM,CAR,CLR,GP,NPM,ROE,ROTA,CR,QR,ER,IT,ART,CAT,FAT,TTC,Nnindcd,WindInd
300237,美晨科技,0.33,-0.0138,9.7148,39.6387,1.6567,65.5342,95.5628,27.0226,4.1337,3.3053,2.0279,1.7301,1.45,0.6586,3.3767,2.7975,0.7237,2.2319,0.4906,CSRC汽车制造业,Wind汽车与汽车零部件
300238,冠昊生物,0.3,0.402,3.7161,16.215,1.1935,52.4813,37.8059,92.9167,25.188,8.3508,7.1348,8.5611,8.2479,0.1935,1.2733,4.7078,0.4788,1.5813,0.2833,CSRC专用设备制造业,Wind制药、生物科技与生命科学
300239,东宝生物,0.1791,0.0359,2.1323,33.2258,1.4976,54.7546,22.9754,33.1431,13.8447,11.4137,8.2013,7.1727,4.6814,0.4976,2.4536,27.2382,1.085,1.6554,0.5924,CSRC医药制造业,Wind制药、生物科技与生命科学
300240,飞力达,0.61,1.2704,5.617,25.8964,1.3495,73.5838,99.0871,23.4768,6.1431,11.6518,9.3426,2.8676,2.5919,0.3909,30.3475,8.137,2.0055,15.0058,1.5208,CSRC仓储业,Wind运输
300241,瑞丰光电,0.219,0.5149,4.9819,24.9807,1.333,72.6242,97.9296,22.1024,9.3714,9.1196,7.2783,2.9687,2.6245,0.333,6.4294,5.688,1.0379,4.312,0.7766,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
300242,明家科技,0.0501,-0.041,3.7915,14.5336,1.1701,78.5257,100,25.9042,2.5211,1.2966,1.1287,5.403,4.3273,0.1701,2.2444,3.8943,0.552,3.1074,0.4477,CSRC电气机械和器材制造业,Wind资本货物
300243,瑞丰高材,0.33,0.6888,4.2538,43.5209,1.7706,80.4788,92.8289,19.9596,4.5562,9.7761,5.6449,1.9921,1.6612,0.7706,6.9347,6.5537,1.4821,12.8392,1.239,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
300244,迪安诊断,0.5,0.2789,5.5352,25.3241,1.3391,81.2274,97.5337,35.712,8.4077,12.3666,9.0896,3.2886,2.7362,0.3512,6.71,4.6751,1.2597,15.1776,1.0811,CSRC卫生,Wind医疗保健设备与服务
300245,天玑科技,0.36,0.393,3.8783,17.4505,1.2114,83.0425,100,41.888,16.0811,9.5977,8.3834,4.7588,4.5457,0.2156,6.8935,4.1454,0.6066,4.7345,0.5213,CSRC软件和信息技术服务业,Wind软件与服务
300246,宝莱特,0.25,0.5547,5.0727,12.8186,1.147,86.5133,88.6278,47.4515,20.5974,10.0727,9.0474,7.615,6.8892,0.15,2.8809,8.1993,0.4902,7.8184,0.4393,CSRC专用设备制造业,Wind医疗保健设备与服务
300247,桑乐金,0.16,-0.24,6.9145,10.7739,1.1207,57.2253,95.7594,38.5884,7.9669,3.3927,3.171,5.5467,4.4948,0.1215,2.9657,4.1212,0.6184,1.966,0.398,CSRC电气机械和器材制造业,Wind耐用消费品与服装
300248,新开普,0.47,0.1818,5.5096,10.392,1.116,87.3728,85.1055,53.9064,20.1176,8.873,8.0243,9.8792,8.8098,0.116,1.8241,1.8689,0.4458,7.7484,0.3989,CSRC软件和信息技术服务业,Wind技术硬件与设备
300249,依米康,0.18,-0.5594,6.0863,14.9583,1.1759,85.0378,99.9118,38.8451,12.4537,6.041,6.0898,5.69,5.2056,0.181,3.9898,1.4928,0.5478,13.5019,0.489,CSRC专用设备制造业,Wind资本货物
300250,初灵信息,0.31,-0.291,4.4245,18.7305,1.2305,80.8098,100,31.6924,13.0566,7.139,5.878,4.3143,3.9203,0.2421,4.8065,2.2178,0.5288,7.0392,0.4502,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300251,光线传媒,0.61,-0.4508,8.2484,7.7887,1.0845,85.796,99.5414,43.6156,30.0061,16.4262,15.3196,11.0661,10.2748,0.0845,4.4929,2.322,0.5674,44.2085,0.5105,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
300252,金信诺,0.3,-0.3286,6.1594,45.3889,1.8311,77.202,99.5518,19.8062,5.8612,4.9486,3.2476,1.7086,1.4088,0.8488,3.2789,1.7666,0.6633,6.8631,0.5541,CSRC电气机械和器材制造业,Wind资本货物
300253,卫宁软件,0.49,0.2558,4.9424,14.5031,1.1696,94.0779,89.1617,54.5386,19.7437,10.4974,9.1745,7.2752,6.9505,0.1708,6.9717,3.2037,0.488,13.9863,0.4647,CSRC软件和信息技术服务业,Wind软件与服务
300254,仟源制药,0.19,0.262,4.4564,21.2767,1.2703,58.8915,87.6561,60.1873,9.1387,4.3826,4.3193,3.1577,2.8266,0.2952,2.6188,6.9871,0.7078,3.617,0.4726,CSRC医药制造业,Wind制药、生物科技与生命科学
300255,常山药业,0.54,-0.3748,5.8361,20.6403,1.2601,78.9189,93.2574,49.3172,17.1998,9.4954,7.6013,4.1,2.9714,0.2662,1.2129,7.6822,0.5313,6.6225,0.4419,CSRC医药制造业,Wind制药、生物科技与生命科学
300256,星星科技,0.0512,0.1421,5.0808,28.3153,1.395,61.1307,98.0707,19.9073,1.587,0.9924,0.6982,2.2014,1.7536,0.395,3.4252,2.4814,0.6639,1.4867,0.4399,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300257,开山股份,0.69,0.7644,10.4693,10.7042,1.1199,72.8004,100,27.7386,18.6494,10.1365,8.9936,6.8011,5.6634,0.1209,2.8627,7.4115,0.6376,2.4742,0.4822,CSRC通用设备制造业,Wind资本货物
300258,精锻科技,0.6209,0.7479,6.5434,17.4056,1.2107,42.6856,70.6305,43.2731,25.4647,11.9149,10.0077,3.4722,2.8381,0.2107,2.8334,4.9278,0.7215,1.5863,0.393,CSRC汽车制造业,Wind汽车与汽车零部件
300259,新天科技,0.45,0.4513,4.1481,14.1817,1.1653,82.0302,95.0798,45.9114,27.8231,13.7713,11.7175,6.0835,5.6423,0.1683,3.7768,4.4242,0.4863,8.612,0.4211,CSRC仪器仪表制造业,Wind技术硬件与设备
300260,新莱应材,0.145,0.0715,6.1903,18.7467,1.2307,72.1799,98.6559,23.3455,4.6399,2.3257,1.8528,3.9027,2.544,0.2403,1.2443,2.9752,0.5327,1.8416,0.3993,CSRC通用设备制造业,Wind材料Ⅱ
300261,雅本化学,0.2126,0.2074,4.2773,6.3211,1.0675,68.0036,100,32.3831,16.3808,8.0981,7.5724,10.7582,8.3914,0.0675,2.5152,3.7272,0.6205,2.4473,0.4623,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
300262,巴安水务,0.1682,-1.4278,3.5291,34.7537,1.5327,90.4127,88.1375,31.1006,12.4099,10.0258,7.3567,2.9517,1.4412,0.5327,1.3622,2.5413,0.6351,77.5997,0.5928,CSRC生态保护和环境治理业,Wind商业和专业服务
300263,隆华节能,0.35,0.0815,5.6774,22.9727,1.2982,83.4233,100,31.3906,13.8408,6.359,5.133,3.6314,3.0016,0.2984,2.1033,2.0378,0.4334,4.2357,0.3709,CSRC通用设备制造业,Wind资本货物
300264,佳创视讯,0.09,-0.1771,3.9236,5.6757,1.0602,90.3133,86.828,35.9652,8.342,2.3912,2.2372,18.3262,17.33,0.0602,3.6381,1.182,0.2876,10.3675,0.2682,CSRC软件和信息技术服务业,Wind软件与服务
300265,通光线缆,0.47,-0.5928,5.4368,35.6466,1.5539,81.0733,98.177,28.3723,8.282,9.012,5.9709,2.3166,2.0383,0.5539,5.5784,2.1897,0.881,5.3477,0.7209,CSRC电气机械和器材制造业,Wind资本货物
300266,兴源过滤,0.33,0.3128,5.9207,26.6749,1.3638,61.183,98.2382,30.5363,13.1438,7.5139,5.464,2.3348,1.8849,0.3638,2.5055,3.7023,0.6007,2.2825,0.4157,CSRC通用设备制造业,Wind资本货物
300267,尔康制药,0.64,0.3513,4.8403,5.9241,1.063,68.9042,77.138,36.2388,18.3327,13.7001,12.9389,15.0783,13.1864,0.0633,5.5432,14.3406,0.9299,4.9403,0.7058,CSRC医药制造业,Wind制药、生物科技与生命科学
300268,万福生科,-0.025,0.2055,3.6353,47.0642,1.8891,60.1094,89.5289,14.405,-1.1535,-0.5904,-0.3462,1.4266,0.808,0.8891,1.0455,11.1024,0.4398,2.0422,0.3002,CSRC农副食品加工业,Wind食品、饮料与烟草
300269,联建光电,0.23,-0.3931,7.759,37.3718,1.5967,82.846,99.799,24.286,4.7839,4.7414,2.898,2.2213,1.6616,0.6006,2.5268,2.4609,0.7241,5.1458,0.6058,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300270,中威电子,0.38,0.0297,7.8762,8.0038,1.087,85.1383,99.224,66.2229,32.1284,10.0384,9.2998,10.7204,10.2324,0.087,2.4747,1.4601,0.3281,3.0628,0.2895,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300271,华宇软件,0.67,0.6139,5.7835,20.9147,1.2645,84.2931,98.4044,47.6461,18.48,11.5277,9.6254,4.0957,3.5013,0.2695,2.5166,3.7201,0.6008,11.4004,0.5209,CSRC软件和信息技术服务业,Wind软件与服务
300272,开能环保,0.27,0.2776,3.304,21.3128,1.2709,56.4534,92.3751,44.4115,20.9614,10.7317,9.1282,2.8674,2.5107,0.2762,3.6568,7.3437,0.6622,2.5269,0.4355,CSRC电气机械和器材制造业,Wind耐用消费品与服装
300273,和佳股份,0.28,0.0737,4.6006,21.5857,1.2753,91.0801,84.0156,54.3348,21.0621,13.8813,11.1391,5.0222,4.7723,0.2791,4.8771,2.7451,0.5768,11.6921,0.5289,CSRC专用设备制造业,Wind医疗保健设备与服务
300274,阳光电源,0.23,-0.6909,5.7244,32.9561,1.4916,90.8081,97.0441,33.1934,6.7202,3.9824,2.8178,2.8394,2.3848,0.4916,1.895,1.6445,0.457,8.2045,0.4193,CSRC电气机械和器材制造业,Wind资本货物
300275,梅安森,0.52,0.4539,6.8525,8.7829,1.0963,87.6721,97.0477,58.8668,34.4872,16.002,14.6278,10.2858,9.4281,0.0963,2.4861,2.1911,0.4661,37.4531,0.4242,CSRC软件和信息技术服务业,Wind技术硬件与设备
300276,三丰智能,0.36,-0.5332,6.7939,24.6752,1.3276,87.0092,92.042,35.8036,18.0686,8.8059,6.5305,3.8311,2.9399,0.3295,1.2945,2.2912,0.4125,4.8487,0.3614,CSRC专用设备制造业,Wind资本货物
300277,海联讯,0.28,0.1601,3.9419,30.2017,1.4327,85.3135,100,43.9673,12.0289,7.1206,4.9746,2.8248,2.6723,0.4327,5.9621,1.6059,0.4504,47.3658,0.4136,CSRC软件和信息技术服务业,Wind软件与服务
300278,华昌达,0.18,-0.6433,3.0771,28.3715,1.3961,74.2915,88.5448,29.9447,12.5314,5.8889,3.9108,2.9573,2.0553,0.3961,1.1317,1.8455,0.3918,2.5884,0.3121,CSRC专用设备制造业,Wind资本货物
300279,和晶科技,0.15,0.0142,2.902,29.715,1.4228,78.1419,88.8948,17.0266,6.1898,5.3487,3.607,2.9582,2.092,0.4228,2.4171,5.4128,0.6865,5.016,0.5827,CSRC电气机械和器材制造业,Wind技术硬件与设备
300280,南通锻压,0.2175,0.0346,4.9212,14.8508,1.1744,58.0485,100,22.6404,7.6182,4.4762,3.5716,3.9088,2.4909,0.1744,1.8631,9.4987,0.7201,2.6191,0.4688,CSRC通用设备制造业,Wind资本货物
300281,金明精机,0.44,0.138,9.5681,16.6467,1.1997,65.9869,86.9484,35.1094,20.084,9.6004,7.3674,4.559,3.9375,0.1997,2.7411,5.1188,0.5052,3.0009,0.3668,CSRC专用设备制造业,Wind资本货物
300282,汇冠股份,0.17,-0.0677,5.353,6.7047,1.0719,83.4533,100,37.9669,8.7152,4.2054,3.9474,12.447,10.3095,0.0719,2.3313,7.0998,0.5347,15.4792,0.4529,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300283,温州宏丰,0.46,-0.4769,7.6218,30.5539,1.44,75.6783,99.5579,15.8324,5.8861,10.6361,6.1191,2.4879,1.5424,0.44,2.8966,5.0625,1.3824,5.0267,1.0396,CSRC电气机械和器材制造业,Wind技术硬件与设备
300284,苏交科,0.5887,0.3754,5.8418,50.524,2.0212,86.4528,99.2315,36.8336,12.0917,10.425,5.1457,1.7244,1.7197,1.0396,108.1599,0.9146,0.48,7.6792,0.4256,CSRC专业技术服务业,Wind商业和专业服务
300285,国瓷材料,0.53,0.5828,8.8831,9.2847,1.1023,64.81,86.8311,47.1285,30.7038,19.4194,15.6636,8.039,6.8484,0.1023,2.1458,6.9099,0.8734,2.1623,0.5102,CSRC化学原料和化学制品制造业,Wind材料Ⅱ
300286,安科瑞,0.65,0.6721,5.646,5.9113,1.0628,85.5423,100,63.9812,27.4098,16.615,15.3196,14.471,13.4124,0.0628,2.609,32.6457,0.6905,4.2234,0.5589,CSRC仪器仪表制造业,Wind资本货物
300287,飞利信,0.41,-1.1888,5.77,32.5673,1.483,93.7796,98.7971,33.1513,12.8689,15.5986,9.4072,2.9146,2.5894,0.4977,4.491,1.9607,0.7867,18.1048,0.731,CSRC软件和信息技术服务业,Wind软件与服务
300288,朗玛信息,0.86,1.1785,9.086,1.1034,1.0112,95.1303,99.4458,88.3168,58.3355,28.1724,27.5049,86.6996,86.6996,0.0112,,3.847,0.4946,21.204,0.4715,CSRC电信、广播电视和卫星传输服务,Wind软件与服务
300289,利德曼,0.67,0.3767,4.9546,32.6644,1.4851,53.0968,33.9243,62.2988,30.9786,20.0221,13.1413,4.7916,4.5483,0.4851,4.0529,3.2668,0.8274,4.6282,0.4242,CSRC医药制造业,Wind制药、生物科技与生命科学
300290,荣科科技,0.3826,0.4515,5.0521,31.9857,1.4703,88.4387,100,32.0472,14.8771,20.4255,13.2795,2.7649,2.6153,0.4723,12.2207,3.5297,1.0236,9.2213,0.8926,CSRC软件和信息技术服务业,Wind软件与服务
300291,华录百纳,0.925,-1.6636,15.8258,12.7848,1.1466,99.3737,96.412,44.3821,29.7401,20.1181,15.4475,8.0621,6.4018,0.1468,1.1759,2.2183,0.5234,145.0453,0.5194,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
300292,吴通通讯,0.22,-0.5161,4.965,25.9587,1.3506,81.3344,95.6936,21.7951,8.0988,8.8314,5.3194,3.2742,2.6707,0.3506,2.9475,2.3764,0.8198,6.5695,0.6568,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300293,蓝英装备,0.51,-4.1206,6.8549,41.7308,1.7162,89.2555,97.06,28.0783,18.4107,21.6137,12.2722,2.2036,2.0353,0.7167,5.7985,4.9669,0.7692,19.5801,0.6666,CSRC专用设备制造业,Wind资本货物
300294,博雅生物,1.06,1.2185,9.9156,3.319,1.0343,79.6836,83.5286,58.9954,33.0663,14.8177,13.5574,28.7424,24.5971,0.0343,1.0662,37.0519,0.5692,1.6782,0.41,CSRC医药制造业,Wind制药、生物科技与生命科学
300295,三六五网,2.03,2.0448,12.6354,5.019,1.0528,97.6586,100,94.2231,32.9425,23.3824,21.2255,19.4579,19.4579,0.0534,,10.7842,0.6659,27.1625,0.6443,CSRC互联网和相关服务,Wind软件与服务
300296,利亚德,0.41,-0.8027,6.6505,30.3168,1.4351,88.7903,100,34.4288,10.2317,12.71,7.9765,2.9288,2.1667,0.4351,1.7436,2.6956,0.893,19.5698,0.7796,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
300297,蓝盾股份,0.32,0.362,6.6815,30.3371,1.4355,67.6,66.6699,44.3237,16.828,12.8574,8.6561,3.3423,3.2493,0.4368,9.605,2.8925,0.7441,3.4436,0.5144,CSRC软件和信息技术服务业,Wind软件与服务
300298,三诺生物,1.56,1.4673,9.6043,10.6837,1.1196,93.9912,83.9171,70.3221,37.9883,25.1444,21.6979,10.4837,10.047,0.1196,3.3588,33.528,0.6129,26.3707,0.5712,CSRC专用设备制造业,Wind医疗保健设备与服务
300299,富春通信,0.17,-0.4161,5.7623,11.5033,1.13,93.4939,100,47.0097,16.4406,7.4692,6.3693,8.1275,8.1275,0.1329,,0.87,0.4182,9.3539,0.3874,CSRC软件和信息技术服务业,Wind软件与服务
300300,汉鼎股份,0.31,-0.2968,6.7249,26.9726,1.3693,87.3586,100,28.7728,14.0582,14.3895,10.0039,3.2388,2.4236,0.3724,2.1695,4.0976,0.8423,5.0368,0.7116,CSRC软件和信息技术服务业,Wind软件与服务
300301,长方照明,0.1879,0.0129,2.655,36.062,1.564,58.1656,93.3961,26.6414,8.3105,10.4201,5.8835,1.727,1.2509,0.564,3.662,3.8808,1.2271,1.9155,0.708,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
300302,同有科技,0.52,0.1038,7.7894,13.1211,1.151,87.965,89.086,35.3847,14.6258,9.3006,7.623,7.5254,7.2098,0.151,7.5812,3.0833,0.5739,36.4127,0.5212,CSRC软件和信息技术服务业,Wind软件与服务
300303,聚飞光电,0.44,0.3061,5.9218,19.4534,1.2415,85.5981,98.779,32.3432,18.4832,17.1313,13.1074,4.4546,4.2199,0.2415,8.1397,3.1301,0.867,3.9536,0.7092,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
300304,云意电气,0.97,0.8893,8.3439,11.5814,1.131,83.0137,86.7298,35.9482,23.6942,16.5533,13.9028,8.2646,7.4883,0.1342,3.3882,4.2495,0.7427,3.5736,0.5868,CSRC汽车制造业,Wind汽车与汽车零部件
300305,裕兴股份,0.82,0.8984,14.5541,4.4653,1.0467,59.4036,65.3946,30.0572,23.5437,15.165,12.7102,20.3431,18.9159,0.0467,9.2491,16.7088,1.0574,2.4511,0.5399,CSRC橡胶和塑料制品业,Wind材料Ⅱ
300306,远方光电,0.66,0.595,7.3688,5.2921,1.0559,89.1367,94.1252,68.5388,39.8066,13.399,12.2469,17.8945,17.2966,0.0559,1.9649,58.3694,0.3579,4.4632,0.3077,CSRC仪器仪表制造业,Wind半导体与半导体生产设备
300307,慈星股份,0.49,0.7779,4.9565,12.2454,1.1395,87.6818,79.7764,38.6983,17.8975,13.271,10.2383,8.9755,7.3292,0.1396,1.6112,12.8185,0.6659,9.8404,0.5721,CSRC专用设备制造业,Wind资本货物
300308,中际装备,0.46,-0.1991,7.8134,4.3802,1.0458,70.0947,88.6433,48.6866,24.6665,7.9074,6.8657,18.0528,15.1844,0.0458,0.9773,3.0349,0.4341,1.0928,0.2783,CSRC专用设备制造业,Wind资本货物
300309,吉艾科技,0.52,-0.011,5.4501,8.5244,1.0932,85.6159,75.2774,69.5051,48.0457,13.9521,12.7576,13.3422,12.7466,0.0936,1.7771,0.7418,0.3056,3.7369,0.2655,CSRC仪器仪表制造业,Wind能源Ⅱ
300310,宜通世纪,0.41,-0.2005,3.4007,19.7537,1.2462,94.0028,99.2409,34.1168,11.4338,17.3385,13.3736,4.7952,4.0565,0.2462,5.4036,4.8462,1.2607,39.6559,1.1697,CSRC电信、广播电视和卫星传输服务,Wind技术硬件与设备
300311,任子行,0.6,1.0636,5.7359,24.081,1.3172,76.932,77.6146,56.4841,19.281,14.235,10.1582,4.1161,3.7949,0.3181,3.2765,6.6597,0.7498,1.9561,0.5269,CSRC软件和信息技术服务业,Wind软件与服务
300312,邦讯技术,0.45,-1.3747,8.0106,31.3289,1.4562,97.0965,84.8658,50.7733,14.937,12.631,7.6113,3.652,3.0879,0.4562,1.5021,1.2272,0.5293,32.943,0.5096,CSRC软件和信息技术服务业,Wind技术硬件与设备
300313,天山生物,0.2288,-0.017,4.283,8.1709,1.089,72.9534,100,41.9997,23.2687,7.5094,6.3734,8.9284,7.6431,0.0892,1.3314,6.1367,0.428,1.3675,0.2739,CSRC畜牧业,Wind制药、生物科技与生命科学
300314,戴维医疗,0.5,1.1816,7.4011,8.7954,1.0964,82.3229,100,57.0713,28.8779,19.5328,15.9727,9.3598,8.5709,0.0964,2.321,38.2495,0.7405,3.0387,0.5531,CSRC专用设备制造业,Wind医疗保健设备与服务
300315,掌趣科技,0.14,0.3195,5.3886,3.4872,1.0361,84.2044,96.1506,53.3754,36.5189,14.8857,14.2819,25.1136,25.1136,0.0361,,6.5785,0.4999,2.8366,0.3911,CSRC软件和信息技术服务业,Wind软件与服务
300316,晶盛机电,0.71,-0.2154,12.5925,9.1922,1.1012,91.7819,100,54.7002,34.5475,15.6697,12.1759,9.9847,8.7122,0.1012,0.7535,2.0715,0.3951,6.2242,0.3524,CSRC专用设备制造业,Wind半导体与半导体生产设备
300317,珈伟股份,0.0465,-0.6537,4.0712,44.2389,1.7934,89.4558,95.3291,24.9481,1.2852,1.4748,0.7692,2.1212,1.4859,0.7934,1.3676,3.1964,0.6991,17.0294,0.5985,CSRC电气机械和器材制造业,Wind半导体与半导体生产设备
300318,博晖创新,0.5555,0.5985,6.3715,6.0258,1.0641,72.3666,94.7462,77.662,43.465,11.4003,10.2699,12.6753,12.3331,0.0648,2.0921,4.7728,0.3434,11.4649,0.2363,CSRC专用设备制造业,Wind医疗保健设备与服务
300319,麦捷科技,0.55,0.1613,5.4161,9.5583,1.1057,90.5878,98.3623,35.2172,20.7733,13.0993,11.3656,9.6352,8.2889,0.1057,2.3255,3.4611,0.6305,5.0213,0.5471,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300320,海达股份,0.49,0.7315,8.934,30.4637,1.4381,81.1235,96.7313,25.924,10.9137,13.7368,8.5751,2.7529,2.4567,0.4453,5.6219,2.5303,1.0051,4.4575,0.7857,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
300321,同大股份,0.7554,0.7147,10.9793,30.1363,1.4314,56.9887,76.339,20.9499,7.8781,8.2818,5.054,2.4771,1.9865,0.4314,4.5028,15.8328,1.2224,2.6844,0.6415,CSRC橡胶和塑料制品业,Wind材料Ⅱ
300322,硕贝德,0.51,0.1553,5.3466,21.9953,1.282,72.3809,87.4087,29.4837,11.6475,13.1307,9.1369,3.7648,3.2436,0.282,4.6564,5.9111,1.1351,3.2022,0.7844,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300323,华灿光电,0.32,0.5155,8.5293,8.2097,1.0894,53.1135,88.287,30.7634,26.4647,7.2727,5.6983,7.3279,6.0865,0.0894,1.5754,1.5593,0.4511,0.5121,0.2153,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
300324,旋极信息,0.47,0.1234,9.7165,13.1994,1.1521,96.2345,100,38.3569,16.9646,13.3303,10.2545,7.2908,6.8179,0.1543,4.1932,4.7394,0.6326,19.3199,0.6045,CSRC软件和信息技术服务业,Wind软件与服务
300325,德威新材,0.39,1.1056,8.3264,44.4558,1.8004,84.0014,100,17.473,7.4853,11.4803,5.7936,1.8895,1.6685,0.8189,5.8444,3.9145,0.9286,8.8345,0.774,CSRC橡胶和塑料制品业,Wind材料Ⅱ
300326,凯利泰,0.8272,1.0052,8.6814,5.3888,1.057,87.6208,96.0236,80.8839,54.5998,20.6082,18.9154,16.9332,16.4743,0.057,1.8682,5.615,0.4264,2.7602,0.3464,CSRC专用设备制造业,Wind医疗保健设备与服务
300327,中颖电子,0.1977,0.1171,4.4901,7.267,1.0784,90.3007,99.3903,37.4601,9.2175,6.0475,5.3552,12.5023,11.1175,0.0784,2.6888,5.969,0.6681,6.5874,0.581,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300328,宜安科技,0.53,0.1534,5.5392,12.0988,1.1376,74.7854,86.6471,29.582,13.3693,9.6689,8.1227,7.1338,6.3385,0.1376,4.5574,4.5122,0.8711,2.5661,0.6076,CSRC金属制品业,Wind材料Ⅱ
300329,海伦钢琴,0.26,0.1036,7.5841,20.1618,1.2525,71.0012,100,30.9277,10.2963,9.097,6.3487,3.5216,2.667,0.2565,2.0336,4.7377,0.9056,3.3845,0.6166,CSRC文教、工美、体育和娱乐用品制造业,Wind耐用消费品与服装
300330,华虹计通,0.45,-0.6932,5.2564,32.1111,1.473,99.1481,92.822,26.6575,12.2314,11.366,6.9266,3.3264,3.1815,0.473,7.4885,2.2153,0.5719,186.4162,0.5663,CSRC软件和信息技术服务业,Wind技术硬件与设备
300331,苏大维格,0.55,-0.018,7.4521,19.4491,1.2415,79.2521,100,25.6594,12.812,9.3794,6.885,4.0748,3.7058,0.2507,4.3713,3.2573,0.7213,4.6868,0.5374,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
300332,天壕节能,0.32,0.1236,3.6386,24.5986,1.3262,36.9404,75.6182,58.5359,35.0631,11.1162,6.9621,1.9859,1.9657,0.3265,31.9851,8.8556,0.721,0.3665,0.1986,CSRC专业技术服务业,Wind资本货物
300333,兆日科技,0.81,0.8772,7.1844,3.0464,1.0314,97.7041,100,73.7009,43.5648,15.4425,18.6574,32.0721,30.5595,0.0317,1.6329,31.393,0.4437,72.7547,0.4283,CSRC软件和信息技术服务业,Wind技术硬件与设备
300334,津膜科技,0.37,-0.1642,6.1337,17.7239,1.2154,92.2012,95.1652,38.9106,20.3467,12.9197,9.8819,5.4664,4.1686,0.219,1.1668,3.1455,0.5372,7.557,0.4857,CSRC专用设备制造业,Wind资本货物
300335,迪森股份,0.33,0.138,5.3389,11.5759,1.1309,58.6462,71.9962,31.0257,14.4702,11.8902,8.7588,7.0368,6.3447,0.1309,5.7778,6.9561,1.2001,1.4489,0.6053,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
300336,新文化,1.1,-0.6949,8.9216,16.7196,1.2008,99.0842,100,41.7273,23.4467,16.928,12.3167,5.9262,4.5827,0.2013,0.9331,2.0367,0.5309,93.1652,0.5253,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
300337,银邦股份,0.63,0.259,8.7475,17.3936,1.2106,76.655,78.4076,16.9692,7.0954,8.7881,6.6458,5.6207,4.6474,0.2106,4.7699,4.0959,1.2934,5.0564,0.9366,CSRC有色金属冶炼和压延加工业,Wind材料Ⅱ
300338,开元仪器,0.71,-0.1019,12.0479,10.7234,1.1201,79.0164,100,53.2968,19.1583,11.3105,9.191,7.3686,6.4179,0.1201,1.6543,2.0888,0.6338,3.911,0.4797,CSRC仪器仪表制造业,Wind技术硬件与设备
300339,润和软件,0.5,0.7485,8.5319,22.1598,1.2847,79.8948,91.8444,39.6044,17.3319,14.4953,10.6794,3.9255,3.8032,0.2875,10.8347,3.9165,0.8414,3.1495,0.6162,CSRC软件和信息技术服务业,Wind软件与服务
300340,科恒股份,0.9737,-0.8894,18.5198,13.985,1.1626,93.5466,97.031,20.424,8.0788,6.7845,5.4932,6.8938,5.9581,0.1626,3.1796,2.486,0.7442,10.0797,0.6799,CSRC计算机、通信和其他电子设备制造业,Wind材料Ⅱ
300341,麦迪电气,0.4478,0.4173,5.2743,11.7779,1.1335,75.1151,94.6961,28.3266,12.0536,10.5347,8.0804,6.7348,6.0867,0.1335,4.8245,3.3333,0.9696,3.0587,0.6704,CSRC电气机械和器材制造业,Wind资本货物
